Equip_PlusStd_OH20_OFF2,PlusStd,0.2,2,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.308096659,0.470157801,0.606030613,0.710336495,0.812969293,0.876330469,0.910636218,0.910636218,0.910636218,0.910636218,0.95474029,0.981918001,0.988025326,1,1,1,1,1,0.972157323,0.94478567,0.855943625,0.719651193,0.611040911,0.483440474,0.361890689,0.275623518,0.20292026,0.2,0.2,0.2,0.2,0.2,0.2,24.97860348,20.7000597,4.278543778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_MinStd_OH20_OFF0,MinStd,0.2,0,,,,,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.163713206,0.252867368,0.327927475,0.38490489,0.440629714,0.474648248,0.492778016,0.470953828,0.459010678,0.482240185,0.51629209,0.530722415,0.533735039,0.539873543,0.524967695,0.509840305,0.4605367,0.384238876,0.324124156,0.255235819,0.190894958,0.145201197,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,11.67267882,9.405209944,2.267468879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_MinStd_OH20_OFF1,MinStd,0.2,1,,,,,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.163713206,0.252867368,0.327927475,0.38490489,0.440629714,0.474648248,0.492778016,0.492778016,0.492778016,0.482240185,0.51629209,0.530722415,0.533735039,0.539873543,0.539873543,0.539873543,0.524967695,0.509840305,0.4605367,0.384238876,0.324124156,0.255235819,0.190894958,0.145201197,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,12.59206802,10.32459914,2.267468879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_MinStd_OH20_OFF2,MinStd,0.2,2,,,,,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.163713206,0.252867368,0.327927475,0.38490489,0.440629714,0.474648248,0.492778016,0.492778016,0.492778016,0.492778016,0.51629209,0.530722415,0.533735039,0.539873543,0.539873543,0.539873543,0.539873543,0.539873543,0.524967695,0.509840305,0.4605367,0.384238876,0.324124156,0.255235819,0.190894958,0.145201197,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,0.107974709,13.46640352,11.16170815,2.304695368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_base_sum,1,0.4,0.4,0.44,0.71,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.466979044,0.547620692,0.626799504,0.675489358,0.701707117,0.671430254,0.65468374,0.687516991,0.73551619,0.756320208,0.760880183,0.769936771,0.748562509,0.727312987,0.658240162,0.551945035,0.467582534,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,23.60852328,15.20852328,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_base_sumPlusStd,,0.215949417,,,,,,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.308096659,0.470157801,0.606030613,0.710336495,0.812969293,0.876330469,0.910636218,0.87190668,0.850356801,0.892793798,0.95474029,0.981918001,0.988025326,1,0.972157323,0.94478567,0.855943625,0.719651193,0.611040911,0.483440474,0.361890689,0.275623518,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,22.07351669,17.53857893,4.534937759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_base_sumMinStd,,0.215949417,,,,,,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.252867368,0.327927475,0.38490489,0.440629714,0.474648248,0.492778016,0.470953828,0.459010678,0.482240185,0.51629209,0.530722415,0.533735039,0.539873543,0.524967695,0.509840305,0.4605367,0.384238876,0.324124156,0.255235819,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,14.62806014,10.09312238,4.534937759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_Base_OH40_OFF0,Base,,0,,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.466979044,0.547620692,0.626799504,0.675489358,0.701707117,0.671430254,0.65468374,0.687516991,0.73551619,0.756320208,0.760880183,0.769936771,0.748562509,0.727312987,0.658240162,0.551945035,0.467582534,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,23.60852328,15.20852328,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_Base_OH40_OFF1,Base,,1,,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.466979044,0.547620692,0.626799504,0.675489358,0.701707117,0.701707117,0.701707117,0.687516991,0.73551619,0.756320208,0.760880183,0.769936771,0.769936771,0.769936771,0.748562509,0.727312987,0.658240162,0.551945035,0.467582534,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,24.42569706,16.02569706,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_Base_OH40_OFF2,Base,,2,,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.466979044,0.547620692,0.626799504,0.675489358,0.701707117,0.701707117,0.701707117,0.701707117,0.73551619,0.756320208,0.760880183,0.769936771,0.769936771,0.769936771,0.769936771,0.769936771,0.748562509,0.727312987,0.658240162,0.551945035,0.467582534,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,25.17976073,16.77976073,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_PlusStd_OH40_OFF0,PlusStd,,0,,,,,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.308096659,0.470157801,0.606030613,0.710336495,0.812969293,0.876330469,0.910636218,0.87190668,0.850356801,0.892793798,0.95474029,0.981918001,0.988025326,1,0.972157323,0.94478567,0.855943625,0.719651193,0.611040911,0.483440474,0.361890689,0.275623518,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,22.07351669,17.53857893,4.534937759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_PlusStd_OH40_OFF1,PlusStd,,1,,,,,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.308096659,0.470157801,0.606030613,0.710336495,0.812969293,0.876330469,0.910636218,0.910636218,0.910636218,0.892793798,0.95474029,0.981918001,0.988025326,1,1,1,0.972157323,0.94478567,0.855943625,0.719651193,0.611040911,0.483440474,0.361890689,0.275623518,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,23.74062681,19.20568905,4.534937759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_PlusStd_OH40_OFF2,PlusStd,,2,,,,,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.308096659,0.470157801,0.606030613,0.710336495,0.812969293,0.876330469,0.910636218,0.910636218,0.910636218,0.910636218,0.95474029,0.981918001,0.988025326,1,1,1,1,1,0.972157323,0.94478567,0.855943625,0.719651193,0.611040911,0.483440474,0.361890689,0.275623518,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,25.3265704,20.73195854,4.59461186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_MinStd_OH40_OFF0,MinStd,,0,,,,,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.252867368,0.327927475,0.38490489,0.440629714,0.474648248,0.492778016,0.470953828,0.459010678,0.482240185,0.51629209,0.530722415,0.533735039,0.539873543,0.524967695,0.509840305,0.4605367,0.384238876,0.324124156,0.255235819,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,14.62806014,10.09312238,4.534937759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_MinStd_OH40_OFF1,MinStd,,1,,,,,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.252867368,0.327927475,0.38490489,0.440629714,0.474648248,0.492778016,0.492778016,0.492778016,0.482240185,0.51629209,0.530722415,0.533735039,0.539873543,0.539873543,0.539873543,0.524967695,0.509840305,0.4605367,0.384238876,0.324124156,0.255235819,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,15.33149991,10.79656215,4.534937759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_MinStd_OH40_OFF2,MinStd,,2,,,,,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.252867368,0.327927475,0.38490489,0.440629714,0.474648248,0.492778016,0.492778016,0.492778016,0.492778016,0.51629209,0.530722415,0.533735039,0.539873543,0.539873543,0.539873543,0.539873543,0.539873543,0.524967695,0.509840305,0.4605367,0.384238876,0.324124156,0.255235819,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,0.215949417,15.98988599,11.45494824,4.534937759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_base_sum,,0.461962063,0.6,,,,,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.466979044,0.547620692,0.626799504,0.675489358,0.701707117,0.671430254,0.65468374,0.687516991,0.73551619,0.756320208,0.760880183,0.769936771,0.748562509,0.727312987,0.658240162,0.551945035,0.467582534,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,25.52934723,15.82814391,9.701203319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_base_sumPlusStd,,0.6,,,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.606030613,0.710336495,0.812969293,0.876330469,0.910636218,0.87190668,0.850356801,0.892793798,0.95474029,0.981918001,0.988025326,1,0.972157323,0.94478567,0.855943625,0.719651193,0.611040911,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,33.1596227,20.5596227,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_base_sumMinStd,,0.36,,,,,,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.38490489,0.440629714,0.474648248,0.492778016,0.470953828,0.459010678,0.482240185,0.51629209,0.530722415,0.533735039,0.539873543,0.524967695,0.509840305,0.4605367,0.384238876,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,19.08537222,11.52537222,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_Base_OH60_OFF0,Base,,0,,,,,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.466979044,0.547620692,0.626799504,0.675489358,0.701707117,0.671430254,0.65468374,0.687516991,0.73551619,0.756320208,0.760880183,0.769936771,0.748562509,0.727312987,0.658240162,0.551945035,0.467582534,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,25.52934723,15.82814391,9.701203319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_Base_OH60_OFF1,Base,,1,,,,,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.466979044,0.547620692,0.626799504,0.675489358,0.701707117,0.701707117,0.701707117,0.687516991,0.73551619,0.756320208,0.760880183,0.769936771,0.769936771,0.769936771,0.748562509,0.727312987,0.658240162,0.551945035,0.467582534,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,26.22259688,16.52139356,9.701203319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_Base_OH60_OFF2,Base,,2,,,,,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.466979044,0.547620692,0.626799504,0.675489358,0.701707117,0.701707117,0.701707117,0.701707117,0.73551619,0.756320208,0.760880183,0.769936771,0.769936771,0.769936771,0.769936771,0.769936771,0.748562509,0.727312987,0.658240162,0.551945035,0.467582534,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,0.461962063,26.85273643,17.15153311,9.701203319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_PlusStd_OH60_OFF0,PlusStd,,0,,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.606030613,0.710336495,0.812969293,0.876330469,0.910636218,0.87190668,0.850356801,0.892793798,0.95474029,0.981918001,0.988025326,1,0.972157323,0.94478567,0.855943625,0.719651193,0.611040911,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,33.1596227,20.5596227,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_PlusStd_OH60_OFF1,PlusStd,,1,,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.606030613,0.710336495,0.812969293,0.876330469,0.910636218,0.910636218,0.910636218,0.892793798,0.95474029,0.981918001,0.988025326,1,1,1,0.972157323,0.94478567,0.855943625,0.719651193,0.611040911,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,34.05863166,21.45863166,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_PlusStd_OH60_OFF2,PlusStd,,2,,,,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.606030613,0.710336495,0.812969293,0.876330469,0.910636218,0.910636218,0.910636218,0.910636218,0.95474029,0.981918001,0.988025326,1,1,1,1,1,0.972157323,0.94478567,0.855943625,0.719651193,0.611040911,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,34.87647408,22.27647408,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_MinStd_OH60_OFF0,MinStd,,0,,,,,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.38490489,0.440629714,0.474648248,0.492778016,0.470953828,0.459010678,0.482240185,0.51629209,0.530722415,0.533735039,0.539873543,0.524967695,0.509840305,0.4605367,0.384238876,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,19.08537222,11.52537222,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_MinStd_OH60_OFF1,MinStd,,1,,,,,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.38490489,0.440629714,0.474648248,0.492778016,0.492778016,0.492778016,0.482240185,0.51629209,0.530722415,0.533735039,0.539873543,0.539873543,0.539873543,0.524967695,0.509840305,0.4605367,0.384238876,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,19.50071083,11.94071083,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equip_MinStd_OH60_OFF2,MinStd,,2,,,,,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.38490489,0.440629714,0.474648248,0.492778016,0.492778016,0.492778016,0.492778016,0.51629209,0.530722415,0.533735039,0.539873543,0.539873543,0.539873543,0.539873543,0.539873543,0.524967695,0.509840305,0.4605367,0.384238876,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,19.87099575,12.31099575,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
