Name,Type,Bedrooms,Levels,Comment,Zone,Item1,Item2,Unit,Value
,,,,,Bath1_TF+,L1,Length,m,1.8
,,,,,Bath1_TF+,L2,Length,m,0.2
,,,,,Bath1_TF+,h,Height,m,2.4
,,,,,Bath1_TF+,J,Join,Zone,Bath1_TF
,,,,,Bath1_TF,L1,Party,Flag,1
,,,,,Loft,x,Coord,m,0
,,,,,Loft,y,Coord,m,13.5
,,,,,Loft,z,Coord,m,28.8
,,,,,Loft,L1,Length,m,7
,,,,,Loft,L2,Length,m,13.5
,,,,,Loft,h,Height,m,2.4
,,,,,Loft,L4,Party,Flag,1
,,,,,Loft+,x,Coord,m,-1.3
,,,,,Loft+,y,Coord,m,13.5
,,,,,Loft+,z,Coord,m,28.8
,,,,,Loft+,L1,Length,m,1.3
,,,,,Loft+,L2,Length,m,7.1
,,,,,Loft+,h,Height,m,2.4
,,,,,Loft+,L1,Party,Flag,1
,,,,,Loft+,L4,Party,Flag,1
,,,,,Loft+,J,Join,Zone,Loft
,,,,,Cellar,x,Coord,m,0
,,,,,Cellar,y,Coord,m,13.5
,,,,,Cellar,z,Coord,m,-0.3
,,,,,Cellar,L1,Length,m,7
,,,,,Cellar,L2,Length,m,13.5
,,,,,Cellar,h,Height,m,0.3
,,,,,Cellar,L4,Party,Flag,1
,,,,,Cellar+,x,Coord,m,-1.3
,,,,,Cellar+,y,Coord,m,13.5
,,,,,Cellar+,z,Coord,m,-0.3
,,,,,Cellar+,L1,Length,m,1.3
,,,,,Cellar+,L2,Length,m,7.1
,,,,,Cellar+,h,Height,m,0.3
,,,,,Cellar+,L1,Party,Flag,1
,,,,,Cellar+,L4,Party,Flag,1
,,,,,Cellar+,J,Join,Zone,Cellar
,,,,,Shaft,x,Coord,m,-1.3
,,,,,Shaft,y,Coord,m,13.5
,,,,,Shaft,z,Coord,m,0
,,,,,Shaft,L1,Length,m,3.1
,,,,,Shaft,L2,Length,m,6.9
,,,,,Shaft,h,Height,m,28.8
,,,,,Shaft,L1,Party,Flag,1
,,,,,Shaft,L3,Party,Flag,1
,,,,,Shaft,L4,Party,Flag,1
,,,,,Shaft+,x,Coord,m,1.8
,,,,,Shaft+,y,Coord,m,13.5
,,,,,Shaft+,z,Coord,m,0
,,,,,Shaft+,L1,Length,m,5.2
,,,,,Shaft+,L2,Length,m,2.5
,,,,,Shaft+,h,Height,m,28.8
,,,,,Shaft+,L1,Party,Flag,1
,,,,,Shaft+,J,Join,Zone,Shaft
,,,,,Shaft,L3,Glazing,fraction,0.24
